user_id,segment,variant,converted
107023,referral,treatment,0
102739,paid_search,treatment,0
100159,organic,control,1
110325,app_store,treatment,0
102038,referral,control,0
103023,app_store,control,0
103002,app_store,treatment,0
104796,organic,treatment,0
111259,organic,treatment,0
102106,app_store,control,0
103728,app_store,treatment,0
104990,organic,control,0
112833,app_store,control,1
108824,app_store,treatment,0
105359,referral,control,0
103472,paid_search,control,0
103661,app_store,control,0
100411,app_store,control,0
103829,referral,control,0
103956,paid_search,control,0
103385,app_store,treatment,0
111597,organic,treatment,0
107156,paid_search,control,0
106888,organic,control,1
109927,paid_search,treatment,0
106378,app_store,treatment,1
107860,app_store,treatment,0
110949,app_store,treatment,0
108345,referral,treatment,1
111306,organic,control,1
110361,organic,treatment,0
113204,referral,control,0
109251,paid_search,control,0
106296,organic,control,1
101193,organic,control,1
111412,app_store,treatment,1
109779,app_store,control,0
110278,paid_search,control,0
110030,paid_search,treatment,1
111596,organic,treatment,1
105857,organic,control,0
113504,paid_search,control,0
101819,referral,treatment,1
110369,paid_search,control,0
106319,app_store,control,0
103560,app_store,treatment,0
102712,referral,treatment,0
101945,organic,treatment,0
113527,organic,control,1
107164,organic,treatment,0
111946,app_store,treatment,0
102386,referral,control,0
102757,app_store,control,0
101399,paid_search,control,0
110508,organic,treatment,0
100066,organic,treatment,1
112036,paid_search,treatment,0
103507,app_store,treatment,1
113454,organic,treatment,0
100589,referral,control,0
113101,paid_search,control,0
107265,app_store,treatment,0
101864,paid_search,control,1
111282,organic,treatment,0
111148,referral,treatment,0
100195,organic,treatment,0
111400,organic,treatment,0
106115,referral,control,0
104370,organic,treatment,1
104565,referral,treatment,0
112987,organic,treatment,0
109374,paid_search,treatment,0
101784,paid_search,control,0
110049,paid_search,control,0
107168,paid_search,control,0
110574,app_store,treatment,0
106009,organic,treatment,1
113927,paid_search,treatment,0
111927,organic,treatment,0
108098,paid_search,treatment,1
112897,paid_search,treatment,0
103156,referral,control,0
113395,referral,control,0
109039,app_store,treatment,1
112806,app_store,control,0
106001,referral,treatment,0
105224,influencer,control,0
110891,organic,treatment,0
106307,organic,control,0
103680,paid_search,control,0
100676,paid_search,control,0
108045,paid_search,control,0
106557,paid_search,control,0
102372,referral,treatment,1
109409,paid_search,treatment,0
102199,paid_search,treatment,0
102954,referral,treatment,0
109418,paid_search,control,0
108867,paid_search,treatment,0
113530,paid_search,control,0
101170,referral,treatment,0
102322,organic,treatment,0
105949,paid_search,control,0
106374,organic,treatment,0
110873,paid_search,control,0
101897,app_store,control,0
106343,organic,treatment,0
101792,organic,control,0
103503,paid_search,control,0
111520,paid_search,treatment,0
106049,referral,control,0
106825,app_store,treatment,0
111915,app_store,control,0
104513,paid_search,control,0
104096,paid_search,treatment,0
107482,paid_search,treatment,0
105424,paid_search,control,0
109156,organic,treatment,0
112071,organic,control,0
110606,organic,treatment,0
103373,paid_search,control,0
111176,organic,control,0
101412,organic,treatment,0
110155,organic,control,0
106597,paid_search,control,0
101774,app_store,treatment,1
106169,organic,treatment,1
106925,app_store,control,0
103286,organic,control,1
112362,referral,treatment,0
107991,paid_search,control,0
105925,paid_search,control,0
102647,paid_search,control,0
110473,organic,control,0
110872,paid_search,control,0
102472,paid_search,control,0
109285,app_store,treatment,0
111231,organic,control,0
104935,organic,control,0
104635,paid_search,treatment,0
111217,paid_search,control,1
113079,paid_search,control,1
100695,app_store,treatment,0
102934,referral,control,0
105095,paid_search,treatment,1
109851,referral,control,0
109602,referral,control,0
100734,paid_search,control,1
103751,organic,control,0
107948,paid_search,control,0
102736,paid_search,control,0
106011,app_store,control,0
113516,referral,control,1
100403,organic,treatment,0
102540,referral,control,1
104581,paid_search,control,0
107838,influencer,control,0
113871,paid_search,control,0
100998,organic,treatment,1
110912,paid_search,control,0
101754,organic,treatment,1
110509,paid_search,control,1
107026,paid_search,control,0
108031,referral,treatment,1
102092,app_store,control,1
105724,app_store,control,0
101490,paid_search,control,0
103781,organic,control,0
105716,organic,treatment,0
110723,app_store,control,0
110584,paid_search,treatment,0
108647,referral,treatment,0
108531,app_store,control,0
105771,organic,treatment,0
111407,paid_search,treatment,0
100126,paid_search,treatment,0
111972,paid_search,control,0
101004,paid_search,control,0
108389,referral,control,0
102388,influencer,control,0
104599,paid_search,control,0
101299,paid_search,treatment,0
112870,organic,treatment,1
109256,paid_search,treatment,0
104516,paid_search,treatment,0
110540,referral,treatment,0
109070,organic,control,0
102807,paid_search,control,0
109215,organic,treatment,0
111193,paid_search,treatment,0
111331,paid_search,control,0
107009,referral,control,0
100930,organic,treatment,1
110918,paid_search,control,0
110446,organic,treatment,1
100540,referral,treatment,1
108172,paid_search,control,0
107155,app_store,treatment,1
110987,organic,treatment,1
108997,app_store,control,0
112700,paid_search,control,0
113639,paid_search,control,0
105676,paid_search,treatment,0
112463,influencer,control,0
102552,app_store,treatment,0
109877,paid_search,control,0
108459,organic,treatment,0
113425,referral,control,1
108425,organic,treatment,1
112637,organic,treatment,0
107551,paid_search,control,0
108027,organic,treatment,0
104787,organic,treatment,0
112332,referral,treatment,0
109768,referral,control,0
107376,app_store,control,1
100299,paid_search,control,0
103706,organic,treatment,0
108430,paid_search,control,0
102022,organic,treatment,0
105412,referral,control,0
112395,organic,treatment,0
112097,paid_search,control,0
105767,organic,control,1
105325,paid_search,control,0
105423,organic,treatment,1
105090,organic,treatment,0
108135,paid_search,treatment,0
103214,organic,treatment,0
105307,organic,treatment,0
101141,referral,control,0
113616,referral,control,1
102374,organic,treatment,0
109178,organic,control,1
107694,organic,control,0
104917,referral,control,0
111828,organic,treatment,1
109174,referral,treatment,0
113995,paid_search,control,0
113155,influencer,control,0
101906,referral,control,0
104157,paid_search,control,0
108533,referral,control,0
103996,organic,control,1
108756,paid_search,treatment,1
111809,organic,treatment,0
110103,paid_search,control,0
108689,referral,treatment,0
111929,paid_search,treatment,1
108285,organic,treatment,0
113907,paid_search,control,1
105213,paid_search,treatment,0
108308,referral,control,1
104284,paid_search,control,0
110366,paid_search,control,0
105993,organic,treatment,0
102967,referral,control,0
109477,organic,control,0
103231,paid_search,treatment,0
109521,paid_search,control,0
109633,paid_search,control,0
111728,organic,treatment,0
107373,paid_search,control,1
110429,influencer,treatment,0
111663,app_store,treatment,0
104567,app_store,control,0
102994,organic,treatment,1
100806,organic,treatment,1
105563,paid_search,control,0
101544,paid_search,control,0
106178,organic,control,1
103004,organic,treatment,0
113674,organic,treatment,0
113278,organic,control,0
112879,paid_search,control,0
105662,influencer,control,0
102715,referral,treatment,0
110008,referral,treatment,0
108433,organic,treatment,0
108578,paid_search,control,0
104550,referral,control,0
103229,organic,treatment,1
102123,organic,control,0
113382,paid_search,treatment,0
103655,paid_search,treatment,0
100405,paid_search,control,0
107423,organic,treatment,1
101247,organic,treatment,0
100470,paid_search,control,0
110813,app_store,control,0
108588,paid_search,control,0
110227,paid_search,treatment,0
107499,paid_search,control,0
110158,paid_search,control,0
106523,paid_search,control,0
111249,paid_search,control,1
107885,organic,treatment,0
103258,paid_search,control,0
100733,organic,treatment,0
113698,paid_search,treatment,0
109329,organic,treatment,0
107910,referral,treatment,0
102220,paid_search,control,0
107570,referral,treatment,0
111538,paid_search,treatment,0
101966,organic,treatment,0
100356,paid_search,control,0
112451,paid_search,treatment,1
103179,paid_search,treatment,0
110836,app_store,control,0
109534,paid_search,treatment,0
106662,app_store,control,0
110126,organic,control,0
106305,organic,treatment,1
112205,paid_search,control,0
107660,paid_search,control,0
104316,paid_search,control,0
111061,referral,control,0
109042,referral,treatment,1
101376,app_store,treatment,0
109269,paid_search,treatment,0
105239,app_store,treatment,0
110623,paid_search,control,0
112698,app_store,control,0
104966,referral,control,0
108606,referral,control,0
113580,referral,control,0
104123,paid_search,treatment,0
105797,paid_search,control,0
103038,organic,treatment,1
105629,organic,treatment,0
107828,organic,control,0
104192,paid_search,control,1
110225,organic,control,1
104665,app_store,control,0
101543,paid_search,control,1
109239,referral,control,0
107481,app_store,treatment,1
102515,paid_search,control,0
104269,organic,treatment,1
105855,organic,treatment,1
105977,organic,treatment,0
104518,app_store,control,0
113209,organic,treatment,1
106836,paid_search,control,0
107882,organic,treatment,0
105906,paid_search,treatment,0
110236,organic,treatment,1
105683,paid_search,control,0
105997,referral,control,1
105979,paid_search,control,1
102314,paid_search,control,0
101728,paid_search,control,0
100663,paid_search,treatment,0
106437,organic,treatment,0
100124,organic,treatment,0
107714,referral,control,0
104865,organic,treatment,0
100475,referral,control,0
108276,organic,treatment,1
113279,paid_search,control,0
111263,paid_search,treatment,0
103394,paid_search,control,0
110489,paid_search,control,0
100691,paid_search,control,0
103793,paid_search,control,1
104463,organic,treatment,0
100963,organic,treatment,0
102330,influencer,control,1
106675,organic,treatment,1
102394,organic,control,1
111198,organic,control,1
103198,paid_search,control,0
102614,app_store,control,0
101011,organic,treatment,0
105072,organic,treatment,0
113330,organic,control,0
111343,organic,control,0
103813,organic,control,1
104229,paid_search,control,0
103666,paid_search,control,0
108825,referral,control,0
110120,referral,treatment,0
110777,organic,treatment,0
111066,paid_search,control,0
106101,paid_search,control,0
111075,app_store,treatment,0
104362,organic,treatment,0
105192,referral,control,0
102583,paid_search,treatment,0
107067,paid_search,control,0
111840,organic,control,1
101518,organic,treatment,1
105927,referral,control,0
109925,paid_search,treatment,0
108571,organic,treatment,0
112946,referral,treatment,0
112892,organic,treatment,0
106824,app_store,treatment,0
105446,paid_search,treatment,0
108744,organic,treatment,0
112065,app_store,treatment,0
109839,app_store,treatment,0
100211,organic,treatment,0
100090,app_store,treatment,1
102837,paid_search,control,0
107207,referral,treatment,1
111000,referral,treatment,1
105711,referral,control,0
104703,organic,treatment,0
105690,paid_search,control,0
109884,paid_search,control,0
107310,organic,treatment,1
112730,paid_search,control,0
108516,paid_search,control,1
101419,paid_search,control,0
108393,paid_search,control,0
106014,paid_search,control,0
103558,organic,treatment,1
107757,paid_search,control,0
111320,app_store,treatment,0
106900,app_store,treatment,0
107116,organic,control,0
113915,paid_search,control,1
103304,app_store,treatment,0
100846,organic,treatment,1
101407,referral,treatment,0
106510,app_store,control,0
104819,paid_search,control,0
113168,referral,treatment,0
101025,referral,control,0
103641,referral,control,0
103899,paid_search,treatment,0
103861,organic,control,0
109486,referral,control,0
109545,organic,control,1
100361,organic,treatment,1
102182,app_store,treatment,0
112385,referral,control,1
106653,referral,treatment,0
106773,referral,control,0
106942,paid_search,treatment,0
102655,paid_search,treatment,1
109889,paid_search,control,0
102778,paid_search,control,1
112930,organic,control,1
113625,organic,control,0
113866,paid_search,treatment,0
113124,app_store,control,0
104975,app_store,control,0
113989,organic,treatment,1
111949,paid_search,control,0
105999,paid_search,treatment,0
111033,referral,control,0
101459,organic,treatment,1
104916,organic,control,0
102953,referral,control,1
102569,organic,control,1
108701,organic,control,0
104363,app_store,treatment,1
105841,referral,treatment,0
106027,paid_search,control,0
101344,paid_search,control,0
105709,referral,control,0
107260,paid_search,control,0
112737,referral,control,0
109456,organic,treatment,0
106095,paid_search,treatment,1
103196,referral,control,1
108966,organic,treatment,0
105264,paid_search,control,0
106981,organic,treatment,1
100856,influencer,treatment,0
101181,paid_search,treatment,0
102672,app_store,treatment,0
100886,organic,control,1
112133,paid_search,control,1
111433,organic,treatment,0
104038,app_store,treatment,0
106928,influencer,treatment,1
113345,referral,control,0
103921,app_store,treatment,0
100150,referral,treatment,0
109640,paid_search,control,0
107393,app_store,treatment,1
109535,organic,treatment,0
100563,organic,treatment,0
105107,paid_search,control,0
103339,referral,treatment,0
107128,paid_search,control,0
105258,paid_search,control,0
113459,organic,control,1
109277,app_store,treatment,0
102941,organic,treatment,0
105435,referral,treatment,0
103400,organic,treatment,1
110501,app_store,treatment,0
102186,referral,control,1
104610,organic,treatment,0
101794,referral,control,0
108320,paid_search,control,0
105045,organic,control,0
107353,organic,treatment,1
102896,paid_search,control,0
110603,referral,treatment,0
100421,organic,treatment,0
101166,referral,control,0
109411,paid_search,control,0
102200,organic,control,0
104080,referral,control,0
112797,app_store,treatment,0
112419,organic,control,0
107832,paid_search,control,1
105840,referral,treatment,0
105837,paid_search,control,0
113195,paid_search,control,0
100082,organic,control,0
108614,referral,control,0
104509,paid_search,control,0
113297,referral,treatment,1
108869,organic,treatment,0
103548,referral,control,1
101421,app_store,treatment,0
112437,organic,control,0
111671,organic,control,0
100698,paid_search,control,0
101804,organic,treatment,0
110354,organic,control,0
108570,organic,treatment,0
113113,app_store,control,0
104050,organic,treatment,0
102805,app_store,control,0
103917,organic,treatment,0
111266,organic,control,1
103397,paid_search,control,0
113756,paid_search,treatment,0
113216,app_store,control,0
101233,organic,treatment,0
100414,referral,treatment,0
103398,paid_search,control,0
106350,organic,treatment,0
105868,paid_search,control,0
100859,paid_search,treatment,0
113223,referral,treatment,0
102099,referral,treatment,0
113227,paid_search,control,1
100221,paid_search,control,0
106868,paid_search,control,0
112338,paid_search,control,0
104008,paid_search,treatment,1
101101,organic,treatment,0
107194,organic,control,0
104722,organic,treatment,1
104237,app_store,treatment,0
106951,referral,control,0
103919,referral,treatment,0
100739,paid_search,treatment,0
105184,paid_search,control,1
109914,app_store,control,1
102912,paid_search,control,0
100843,paid_search,control,0
108048,referral,control,0
109401,organic,treatment,1
106446,paid_search,control,0
113965,app_store,treatment,1
107535,organic,treatment,0
111329,organic,treatment,0
106878,organic,control,1
113438,referral,treatment,1
106379,paid_search,control,0
103941,organic,treatment,0
104773,referral,control,0
112768,organic,treatment,0
108076,referral,treatment,0
109085,app_store,control,0
109296,paid_search,control,0
111628,organic,treatment,0
100918,app_store,control,0
100442,app_store,treatment,0
107800,paid_search,control,0
109471,app_store,treatment,0
107230,organic,treatment,0
108619,paid_search,control,0
100891,paid_search,treatment,0
112629,paid_search,treatment,0
106410,organic,treatment,0
105921,referral,control,0
112980,referral,control,0
113381,app_store,control,0
109639,paid_search,control,1
108690,referral,control,1
107593,paid_search,control,0
111507,organic,control,1
107665,app_store,control,0
106434,organic,treatment,0
101814,app_store,treatment,0
102128,referral,treatment,0
108266,organic,treatment,1
110850,paid_search,treatment,0
100800,organic,control,0
103846,paid_search,control,0
111897,influencer,treatment,0
108193,paid_search,treatment,0
112761,organic,control,1
112802,referral,treatment,0
112813,referral,control,0
109287,influencer,control,0
101111,organic,treatment,1
106817,paid_search,control,0
104431,organic,control,0
110720,referral,control,0
105613,referral,treatment,1
104574,paid_search,control,0
100731,app_store,treatment,0
105945,organic,control,1
109975,referral,control,1
112916,app_store,control,0
104302,paid_search,control,0
102558,organic,control,0
107387,influencer,treatment,0
109780,app_store,treatment,0
106215,organic,treatment,0
112830,paid_search,control,0
102412,referral,control,1
113429,app_store,treatment,0
103022,organic,control,1
101016,paid_search,control,0
105526,paid_search,control,0
112772,referral,control,0
111277,paid_search,treatment,0
104805,paid_search,treatment,0
110959,organic,treatment,1
104845,organic,treatment,0
113728,paid_search,treatment,1
110231,organic,treatment,0
104823,referral,treatment,0
102689,organic,control,0
103640,paid_search,control,0
110711,influencer,treatment,1
103880,paid_search,control,0
105431,organic,treatment,0
102751,referral,control,0
104822,referral,treatment,1
108081,paid_search,treatment,0
108237,referral,control,0
108582,app_store,treatment,1
108272,app_store,treatment,0
103895,organic,control,1
105281,paid_search,control,0
106192,paid_search,treatment,0
103222,paid_search,control,0
112669,organic,control,0
103962,app_store,treatment,0
105174,organic,control,0
113171,organic,treatment,1
105719,app_store,control,0
110108,paid_search,control,0
100379,organic,treatment,0
107701,app_store,control,0
109235,organic,treatment,0
101062,referral,treatment,0
109491,paid_search,treatment,0
106404,app_store,treatment,0
103303,paid_search,control,1
113167,paid_search,control,0
104747,paid_search,control,0
107189,organic,control,0
102882,referral,treatment,0
108414,paid_search,control,0
108625,organic,control,1
108992,organic,treatment,1
113069,app_store,treatment,0
102456,app_store,control,0
110219,organic,treatment,0
101110,paid_search,control,0
107877,paid_search,control,0
100562,organic,control,0
110302,referral,treatment,0
104997,paid_search,control,0
101435,paid_search,control,0
107889,organic,treatment,1
106164,organic,control,1
102706,referral,control,0
105932,app_store,control,0
101756,organic,treatment,1
110422,referral,treatment,0
109739,organic,treatment,1
111271,paid_search,control,0
104329,organic,control,0
110782,referral,control,0
103894,organic,treatment,0
102416,organic,control,1
108521,paid_search,treatment,1
105853,organic,control,1
107483,paid_search,control,0
112989,referral,control,1
100016,referral,treatment,1
113680,paid_search,control,1
113512,app_store,control,0
108161,organic,control,1
102533,app_store,treatment,0
101292,app_store,control,0
108616,organic,treatment,1
108119,organic,treatment,1
108635,organic,control,0
110397,paid_search,treatment,0
110977,paid_search,treatment,0
101786,organic,treatment,1
106758,referral,control,1
113803,organic,treatment,0
109161,paid_search,treatment,0
109986,paid_search,control,0
107127,app_store,control,0
105903,referral,treatment,0
113592,paid_search,control,0
113187,organic,treatment,0
106004,organic,treatment,1
104594,app_store,control,0
109311,app_store,treatment,0
111479,referral,control,0
105044,influencer,treatment,0
108628,organic,treatment,1
101787,paid_search,treatment,0
110620,app_store,treatment,0
111551,organic,treatment,1
105034,app_store,control,0
112453,paid_search,control,0
104742,organic,treatment,1
103977,organic,treatment,1
107643,organic,treatment,1
113569,paid_search,control,0
106602,paid_search,treatment,0
100757,organic,treatment,0
106406,paid_search,control,0
112406,organic,treatment,0
105928,paid_search,treatment,0
113971,referral,treatment,0
106141,paid_search,control,0
101230,paid_search,control,0
113085,paid_search,control,0
111040,referral,treatment,0
111771,paid_search,control,0
111065,referral,control,0
102021,referral,control,0
109844,paid_search,treatment,0
106420,organic,control,0
103798,referral,treatment,0
106907,app_store,control,0
111115,referral,control,0
108137,paid_search,control,0
111970,paid_search,treatment,0
109295,organic,treatment,0
108603,organic,treatment,1
100554,organic,treatment,0
105469,organic,treatment,1
106311,paid_search,control,0
109869,paid_search,control,0
108781,organic,treatment,0
109097,referral,treatment,0
113713,paid_search,control,0
101152,app_store,control,0
105513,organic,treatment,0
107646,app_store,treatment,0
108374,referral,treatment,0
108523,paid_search,control,1
104938,referral,control,0
105437,paid_search,treatment,0
110897,organic,treatment,0
113916,referral,control,1
113476,organic,treatment,0
100719,organic,control,0
113170,referral,control,0
113782,referral,control,1
108808,organic,treatment,0
100807,paid_search,control,0
108703,paid_search,control,1
112819,app_store,treatment,0
104958,organic,treatment,1
103960,app_store,treatment,1
107406,paid_search,control,0
107825,paid_search,control,0
104275,organic,treatment,1
101113,referral,control,0
102864,paid_search,control,0
106834,paid_search,control,0
113745,influencer,control,0
109863,app_store,control,0
104570,app_store,treatment,0
101198,organic,control,0
112654,paid_search,treatment,1
105524,referral,control,1
111009,paid_search,control,1
106018,app_store,control,1
101815,paid_search,control,1
105968,organic,treatment,0
100686,paid_search,control,0
101253,app_store,treatment,0
104536,organic,treatment,0
111359,paid_search,treatment,0
108032,referral,control,0
103549,organic,treatment,0
105609,paid_search,control,0
101386,organic,treatment,1
107711,paid_search,control,0
102241,referral,treatment,0
103773,paid_search,control,0
106076,organic,treatment,0
105872,referral,treatment,1
101449,paid_search,control,0
106373,paid_search,control,0
113900,influencer,treatment,0
103183,organic,treatment,0
109570,paid_search,control,0
106842,app_store,control,0
105306,organic,treatment,0
111872,paid_search,treatment,0
108085,organic,control,0
111256,organic,treatment,0
113066,organic,treatment,1
102596,organic,treatment,0
102832,app_store,treatment,1
110691,referral,treatment,0
108928,app_store,control,0
100022,organic,control,1
108078,app_store,treatment,0
101833,referral,control,1
110796,paid_search,control,1
108428,organic,treatment,1
110088,organic,control,1
107467,influencer,treatment,0
108364,paid_search,treatment,1
105303,organic,treatment,0
102432,paid_search,treatment,0
108615,app_store,control,1
111212,paid_search,control,0
104372,paid_search,control,0
106269,organic,treatment,0
107313,referral,control,0
107693,paid_search,control,0
102544,organic,control,0
104087,paid_search,treatment,0
108427,app_store,treatment,0
109003,referral,treatment,0
106061,paid_search,treatment,0
111129,organic,control,0
103386,paid_search,control,0
107354,paid_search,treatment,0
106197,paid_search,control,0
107982,organic,treatment,0
106031,paid_search,treatment,0
110406,organic,treatment,1
111622,paid_search,control,0
101185,organic,treatment,0
104552,referral,control,0
111988,paid_search,control,0
113031,referral,treatment,0
100152,referral,treatment,0
103437,paid_search,control,0
104324,paid_search,control,0
112289,app_store,treatment,0
100779,referral,control,0
111746,organic,treatment,0
110336,app_store,control,0
100080,app_store,control,0
109830,referral,treatment,1
111191,paid_search,control,0
107045,organic,treatment,0
109114,paid_search,control,0
103200,referral,treatment,1
105159,organic,control,0
110002,paid_search,control,1
111660,organic,treatment,0
105324,paid_search,treatment,0
110724,referral,control,0
102923,paid_search,control,0
111814,organic,control,0
112683,influencer,treatment,0
110074,paid_search,control,0
107108,paid_search,control,0
106865,referral,control,1
101443,organic,control,0
112478,organic,control,0
109517,organic,treatment,0
107060,organic,treatment,1
112558,organic,treatment,0
101527,referral,control,0
106154,paid_search,control,0
100923,paid_search,control,0
107590,organic,treatment,0
103849,organic,treatment,0
103216,app_store,control,0
111950,paid_search,control,0
113394,paid_search,control,0
103410,paid_search,control,0
103991,organic,control,1
110292,referral,control,1
111582,organic,control,0
100895,referral,treatment,0
106186,referral,treatment,0
111555,organic,treatment,0
108911,paid_search,treatment,1
105530,organic,treatment,0
113509,referral,control,1
104266,organic,treatment,0
110248,referral,control,1
104671,organic,treatment,0
102847,app_store,control,0
113358,paid_search,control,0
109208,organic,control,0
104791,referral,control,1
103723,paid_search,treatment,0
104520,organic,treatment,0
112383,influencer,treatment,0
101593,app_store,treatment,1
107824,organic,treatment,1
111297,paid_search,control,0
112085,paid_search,treatment,0
111577,referral,treatment,1
107287,paid_search,control,0
108733,paid_search,control,0
105493,referral,control,0
104320,organic,treatment,0
109900,paid_search,treatment,0
112582,app_store,control,0
111161,paid_search,control,1
103740,referral,treatment,0
112452,influencer,treatment,0
108894,organic,control,1
113282,referral,control,0
105310,paid_search,control,0
105425,paid_search,treatment,1
108144,paid_search,control,0
110779,organic,control,0
105934,paid_search,control,0
108784,app_store,control,0
112400,referral,control,0
111827,app_store,treatment,0
104634,paid_search,control,1
101932,paid_search,control,0
106079,organic,treatment,0
107100,influencer,treatment,0
100109,referral,treatment,0
113073,paid_search,treatment,0
100192,paid_search,control,0
109037,paid_search,control,0
104461,paid_search,control,0
104984,paid_search,treatment,0
111110,referral,treatment,1
113362,paid_search,control,0
104276,organic,control,0
113860,app_store,treatment,0
102610,paid_search,control,0
105570,organic,treatment,0
111576,organic,treatment,0
100009,paid_search,control,0
106920,paid_search,control,0
103522,paid_search,treatment,0
100528,paid_search,treatment,0
107867,referral,treatment,1
102972,paid_search,control,0
100871,organic,treatment,1
101151,paid_search,control,0
108598,paid_search,treatment,0
105553,paid_search,treatment,0
111652,organic,treatment,0
108026,paid_search,treatment,0
104386,organic,treatment,1
107438,app_store,treatment,0
113003,paid_search,control,0
101845,referral,control,0
101978,app_store,treatment,0
102247,paid_search,control,0
105854,paid_search,control,0
100707,organic,treatment,0
102996,paid_search,control,1
108832,paid_search,treatment,0
106923,paid_search,control,0
102991,referral,control,1
111565,referral,control,0
111854,app_store,control,0
110764,paid_search,control,0
102452,referral,control,1
113510,referral,control,1
111269,referral,treatment,1
105259,referral,treatment,0
100435,paid_search,treatment,0
107306,referral,treatment,0
112271,organic,control,0
106467,organic,treatment,0
111590,organic,control,0
105879,organic,treatment,0
109308,organic,control,0
111794,paid_search,control,1
103577,referral,treatment,0
103414,organic,treatment,1
111711,paid_search,control,1
106986,app_store,control,0
101048,paid_search,control,0
105895,organic,treatment,0
110640,app_store,treatment,0
106589,organic,treatment,1
110771,organic,treatment,0
113002,organic,control,0
112300,organic,treatment,0
109495,organic,treatment,1
108013,organic,treatment,0
100723,organic,treatment,1
102560,organic,control,0
102295,app_store,control,0
111002,paid_search,treatment,0
108543,app_store,treatment,0
103160,organic,control,1
100836,referral,treatment,0
108927,paid_search,control,0
105280,app_store,control,0
109652,organic,control,0
102843,paid_search,control,0
105110,paid_search,control,0
109609,app_store,control,0
111315,referral,control,0
102421,paid_search,control,0
103294,paid_search,control,0
104248,organic,treatment,0
103072,organic,control,0
101244,referral,control,0
113938,organic,treatment,0
113461,app_store,control,0
111921,app_store,control,1
106679,paid_search,control,0
107120,organic,control,1
100176,referral,treatment,0
103605,organic,treatment,1
112931,paid_search,treatment,0
103937,paid_search,control,0
102096,referral,control,0
107104,paid_search,treatment,0
